item,list,exp,integrated,related,n2num,text,animacy,LengthChar-Head,LengthChar-Prep,LengthChar-Adj,LengthChar-Noun,LengthPhon-Head,LengthPhon-Prep,LengthPhon-Adj,LengthPhon-Noun,LengthSylHead,LengthSyll-Prep,LengthSyll-Adj,LengthSyll-Noun,Freq1Mil-Head,FreqMil-Prep,FreqMil-Adj,FreqMil-N1,LogFr-Head,LogFreq-Prep,LogFreq-Adj,LogFreq-N1,RelatedHL,RelatedLH,Integrated,Ass%-H-L,Ass%-L-HP,Ass%-L-HS,AssArc-H-L,AssArc-L-HP,AssArc-L-HS,Plausibility,errnd,errd,errcornd,errcord
6,2,Cat,unint,rel,sing,The monastery near the ancient chapel,I,9,4,7,6,9,3,7,6,4,1,2,2,3.69,59.14,21.61,6.88,0.67,1.78,1.35,0.9,6,5.67,3.83,0,0,0,0,0,0,5.92,0,0,21,22
6,3,Cat,unint,unrel,plur,The monastery near the ancient castles,I,9,4,7,7,9,3,7,6,4,1,2,2,3.69,59.14,21.61,0.88,0.67,1.78,1.35,0.27,3,3.67,4.25,0,0,0,0,0,0,6.04,1,1,21,22
6,4,Cat,unint,unrel,sing,The monastery near the ancient castle,I,9,4,7,6,9,3,7,5,4,1,2,2,3.69,59.14,21.61,20.29,0.67,1.78,1.35,1.33,3.75,4.08,3.83,0,0,0,0,0,0,6.04,0,0,21,22
7,2,Cat,unint,rel,plur,The rake beside the muddy gloves,I,4,6,5,6,3,6,4,5,1,2,2,1,1.18,14.96,2.98,16.2,0.34,1.2,0.6,1.24,2.67,3.33,3.42,0,0,0,0,0,0,5.96,0,0,20,21
7,3,Cat,unint,rel,sing,The rake beside the muddy glove,I,4,6,5,5,3,6,4,4,1,2,2,1,1.18,14.96,2.98,10.08,0.34,1.2,0.6,1.04,2.25,2.25,3.55,0,0,0,0,0,0,5,0,0,20,20
7,4,Cat,unint,unrel,plur,The rake beside the muddy graves,I,4,6,5,6,3,6,4,5,1,2,2,1,1.18,14.96,2.98,5.57,0.34,1.2,0.6,0.82,2.5,1.75,2.75,0,0,0,0,0,0,5.08,0,0,18,18
7,1,Cat,unint,unrel,sing,The rake beside the muddy grave,I,4,6,5,5,3,6,4,4,1,2,2,1,1.18,14.96,2.98,20.37,0.34,1.2,0.6,1.33,1.5,1.92,2.92,0,0,0,0,0,0,4.96,0,0,24,24
8,2,Cat,unint,rel,plur,The shovel near the cracked buckets,I,6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,0,0,0,0,0,0,5.63,1,1,28,29
8,3,Cat,unint,rel,sing,The shovel near the cracked bucket,I,6,4,7,6,5,3,5,5,2,1,1,2,6.06,59.14,1.25,9.94,0.85,1.78,0.35,1.04,4.17,3.5,2.92,0,0,0,0,0,0,5.65,0,0,19,22
8,4,Cat,unint,unrel,plur,The shovel near the cracked boulders,I,6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,0,0,0,0,0,0,4.96,1,1,25,27
8,1,Cat,unint,unrel,sing,The shovel near the cracked boulder,I,6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,0.92,0.85,1.78,0.35,0.28,1.58,2.25,2.58,0,0,0,0,0,0,4.63,0,0,27,28
9,2,Cat,unint,rel,plur,The spider by the aggressive bees,A ,6,2,10,4,7,3,7,3,2,1,3,1,10.08,1212.84,7.94,5.27,1.04,3.08,0.95,0.8,4.75,4.83,3,0,0,0,0,0,0,4.63,1,1,12,12
9,3,Cat,unint,rel,sing,The spider by the aggressive bee,A ,6,2,10,3,7,3,7,2,2,1,3,1,10.08,1212.84,7.94,10.12,1.04,3.08,0.95,1.05,4.25,4.5,3.08,0,0,0,0,0,0,4.5,0,0,9,10
9,4,Cat,unint,unrel,plur,The spider by the aggressive bears,A ,6,2,10,5,7,3,7,4,2,1,3,1,10.08,1212.84,7.94,9.24,1.04,3.08,0.95,1.01,2.25,2.5,1.58,0,0,0,0,0,0,3.54,0,0,15,16
9,1,Cat,unint,unrel,sing,The spider by the aggressive bear,A ,6,2,10,4,7,3,7,3,2,1,3,1,10.08,1212.84,7.94,30.86,1.04,3.08,0.95,1.5,2.58,2.58,2.42,0,0,0,0,0,0,3.58,0,0,21,21
10,2,Cat,unint,rel,plur,The kayak beside the large ferries,I,5,6,5,7,5,6,5,5,2,2,1,2,0.51,14.96,38.49,0.12,0.18,1.2,1.6,0.05,4.25,4,2.33,0,0,0,0,0,0,4.54,3,3,14,16
10,3,Cat,unint,rel,sing,The kayak beside the large ferry,I,5,6,5,5,5,6,5,4,2,2,1,2,0.51,14.96,38.49,4.63,0.18,1.2,1.6,0.75,3.25,3.83,3.08,0,0,0,0,0,0,4.83,0,0,11,13
10,4,Cat,unint,unrel,plur,The kayak beside the large flagpoles,I,5,6,5,9,5,6,5,8,2,2,1,2,0.51,14.96,38.49,0.06,0.18,1.2,1.6,0.02,1.33,1.5,2.25,0,0,0,0,0,0,4.04,0,0,17,18
10,1,Cat,unint,unrel,sing,The kayak beside the large flagpole,I,5,6,5,8,5,6,5,7,2,2,1,2,0.51,14.96,38.49,0.71,0.18,1.2,1.6,0.23,1.25,1,2.17,0,0,0,0,0,0,4.17,0,0,6,8
11,2,Cat,unint,rel,plur,The treasurer beside the eager senators,A,9,6,5,8,8,6,4,8,3,2,2,3,1.12,14.96,6.82,2.41,0.33,1.2,0.89,0.53,4,3.92,3.17,0,0,0,0,0,0,4.74,0,0,8,9
11,3,Cat,unint,rel,sing,The treasurer beside the eager senator,A,9,6,5,7,8,6,4,7,3,2,2,3,1.12,14.96,6.82,32.92,0.33,1.2,0.89,1.53,3.17,4.92,3.75,0,0,0,0,0,0,5.35,0,0,7,8
11,4,Cat,unint,unrel,plur,The treasurer beside the eager supporters,A,9,6,5,10,8,6,4,9,3,2,2,3,1.12,14.96,6.82,1.04,0.33,1.2,0.89,0.31,2.42,3.42,2.58,0,0,0,0,0,0,4.67,0,0,3,4
11,1,Cat,unint,unrel,sing,The treasurer beside the eager supporter,A,9,6,5,9,8,6,4,8,3,2,2,3,1.12,14.96,6.82,0.73,0.33,1.2,0.89,0.24,2.42,1.92,3.25,0,0,0,0,0,0,4.75,0,0,7,8
12,2,Cat,unint,rel,plur,The horse beyond the young rabbits,A,5,6,5,7,4,5,3,6,1,2,1,2,92.06,38.25,233.1,6.45,1.97,1.59,2.37,0.87,3.83,3.58,2.92,0,0,0,0,0,0,4.61,0,0,18,18
12,3,Cat,unint,rel,sing,The horse beyond the young rabbit,A,5,6,5,6,4,5,3,5,1,2,1,2,92.06,38.25,233.1,20.63,1.97,1.59,2.37,1.34,3.5,3.75,1.67,0,0,0,0,0,0,3.67,0,0,12,13
12,4,Cat,unint,unrel,plur,The horse beyond the young ravens,A,5,6,5,6,4,5,3,6,1,2,1,2,92.06,38.25,233.1,1.75,1.97,1.59,2.37,0.44,2.83,2.33,2.25,0,0,0,0,0,0,3.78,2,2,11,12
12,1,Cat,unint,unrel,sing,The horse beyond the young raven,A,5,6,5,5,4,5,3,5,1,2,1,2,92.06,38.25,233.1,1.84,1.97,1.59,2.37,0.45,3.17,3.75,2.42,0,0,0,0,0,0,3.65,0,0,15,17
13,3,Cat,unint,rel,plur,The butterfly by the lively hornets,A,9,2,6,7,9,3,6,7,3,1,2,2,4.94,1212.84,4.06,0.49,0.77,3.08,0.7,0.17,4.58,4.58,2.75,0,0,0,0,0,0,4.71,0,0,11,12
13,4,Cat,unint,rel,sing,The butterfly by the lively hornet,A,9,2,6,6,9,3,6,6,3,1,2,2,4.94,1212.84,4.06,0.94,0.77,3.08,0.7,0.29,3.67,3.67,2.55,0,0,0,0,0,0,4.58,0,0,12,12
13,1,Cat,unint,unrel,plur,The butterfly by the lively hamsters,A,9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,0,0,0,0,0,0,3.71,2,2,13,13
13,2,Cat,unint,unrel,sing,The butterfly by the lively hamster,A,9,2,6,7,9,3,6,7,3,1,2,2,4.94,1212.84,4.06,2.12,0.77,3.08,0.7,0.49,2.42,2.58,2.08,0,0,0,0,0,0,4.35,0,0,12,14
14,3,Cat,unint,rel,plur,The tent near the spooky cabins,I,4,4,6,6,4,3,5,6,1,1,2,2,17.39,59.14,4.71,0.96,1.26,1.78,0.76,0.29,5.42,5,3.58,0,0,0,0,0,0,5.58,0,0,21,21
14,4,Cat,unint,rel,sing,The tent near the spooky cabin,I,4,4,6,5,4,3,5,5,1,1,2,2,17.39,59.14,4.71,19.59,1.26,1.78,0.76,1.31,4.58,4.83,4.17,0,0,0,0,0,0,5.29,0,0,20,22
14,1,Cat,unint,unrel,plur,The tent near the spooky caverns,I,4,4,6,7,4,3,5,7,1,1,2,2,17.39,59.14,4.71,0.27,1.26,1.78,0.76,0.11,2.33,2.33,2.67,0,0,0,0,0,0,4.83,0,0,22,23
14,2,Cat,unint,unrel,sing,The tent near the spooky cavern,I,4,4,6,6,4,3,5,6,1,1,2,2,17.39,59.14,4.71,1.1,1.26,1.78,0.76,0.32,2.5,3.5,3.25,0,0,0,0,0,0,5.17,0,0,25,26
15,3,Cat,unint,rel,plur,The spatula by the greasy strainers,I,7,2,6,9,8,3,5,8,3,1,2,2,0.71,1212.84,3.88,0,0.23,3.08,0.69,0,4.25,3.92,2.92,0,0,0,0,0,0,5.71,3,3,17,19
15,4,Cat,unint,rel,sing,The spatula by the greasy strainer,I,7,2,6,8,8,3,5,7,3,1,2,2,0.71,1212.84,3.88,0.27,0.23,3.08,0.69,0.11,4.25,3.58,4,0,0,0,0,0,0,5.25,0,0,18,19
15,1,Cat,unint,unrel,plur,The spatula by the greasy sandwiches,I,7,2,6,10,8,3,5,10,3,1,2,3,0.71,1212.84,3.88,9.61,0.23,3.08,0.69,1.03,2.75,2.67,3.67,0,0,0,0,0,0,5.96,2,2,22,22
15,2,Cat,unint,unrel,sing,The spatula by the greasy sandwich,I,7,2,6,8,8,3,5,8,3,1,2,2,0.71,1212.84,3.88,21.47,0.23,3.08,0.69,1.35,3.25,2.17,3.75,0,0,0,0,0,0,5.88,0,0,25,25
16,3,Cat,unint,rel,plur,The kiwi beside the fake peaches,I,4,6,4,7,4,6,3,6,2,2,1,2,0.76,14.96,29.22,4.02,0.25,1.2,1.48,0.7,4.42,4.75,2.67,0,0,0,0,0,0,4.57,2,3,17,19
16,4,Cat,unint,rel,sing,The kiwi beside the fake peach,I,4,6,4,5,4,6,3,4,2,2,1,1,0.76,14.96,29.22,6.29,0.25,1.2,1.48,0.86,4.67,5.17,2.83,0,0,0,0,0,0,4.58,0,0,22,23
16,1,Cat,unint,unrel,plur,The kiwi beside the fake plants,I,4,6,4,6,4,6,3,6,2,2,1,1,0.76,14.96,29.22,9.39,0.25,1.2,1.48,1.02,3.58,2.83,2.17,0,0,0,0,0,0,3.88,0,0,14,15
16,2,Cat,unint,unrel,sing,The kiwi beside the fake plant,I,4,6,4,5,4,6,3,5,2,2,1,1,0.76,14.96,29.22,20.31,0.25,1.2,1.48,1.33,3.5,4.25,3.75,0,0,0,0,0,0,4.63,0,0,24,24
17,3,Cat,unint,rel,plur,The motorcycle near the painted buses,I,10,4,7,5,11,3,6,5,4,1,2,2,8.63,59.14,1.45,3.9,0.98,1.78,0.39,0.69,4.5,4.08,2.58,0,0,0,0,0,0,5.38,2,2,17,20
17,4,Cat,unint,rel,sing,The motorcycle near the painted bus,I,10,4,7,3,11,3,6,3,4,1,2,1,8.63,59.14,1.45,73.51,0.98,1.78,0.39,1.87,3.75,4.58,2.55,0,0,0,0,0,0,5.46,0,0,18,18
17,1,Cat,unint,unrel,plur,The motorcycle near the painted benches,I,10,4,7,7,11,3,6,7,4,1,2,2,8.63,59.14,1.45,0.59,0.98,1.78,0.39,0.2,1.33,1.5,2.17,0,0,0,0,0,0,5.63,2,2,15,17
17,2,Cat,unint,unrel,sing,The motorcycle near the painted bench,I,10,4,7,5,11,3,6,5,4,1,2,1,8.63,59.14,1.45,9.67,0.98,1.78,0.39,1.03,1.67,1.33,2.5,0,0,0,0,0,0,5.08,0,1,24,27
18,3,Cat,unint,rel,plur,The dorm near the new condos,I,4,4,3,6,4,3,2,6,1,1,1,3,6.84,59.14,555.43,1.12,0.89,1.78,2.75,0.33,4.67,3.17,3.33,0,0,0,0,0,0,5.79,4,4,23,23
18,4,Cat,unint,rel,sing,The dorm near the new condo,I,4,4,3,5,4,3,2,5,1,1,1,3,6.84,59.14,555.43,4.18,0.89,1.78,2.75,0.71,4.17,4.42,3,0,0,0,0,0,0,5.21,0,0,25,26
18,1,Cat,unint,unrel,plur,The dorm near the new cafes,I,4,4,3,5,4,3,2,5,1,1,1,2,6.84,59.14,555.43,0.31,0.89,1.78,2.75,0.12,2.08,2.17,3.08,0,0,0,0,0,0,5.88,9,9,28,28
18,2,Cat,unint,unrel,sing,The dorm near the new cafe,I,4,4,3,4,4,3,2,4,1,1,1,2,6.84,59.14,555.43,5.02,0.89,1.78,2.75,0.78,2.5,2.58,2.58,0,0,0,0,0,0,5.83,0,0,28,30
19,4,Cat,unint,rel,plur,The drill by the durable hammers,I,5,2,7,7,4,3,7,6,1,1,3,2,9.94,1212.84,0.35,1.25,1.04,3.08,0.13,0.35,5,5,3.08,0,0,0,0,0,0,5.78,0,0,21,25
19,1,Cat,unint,rel,sing,The drill by the durable hammer,I,5,2,7,6,4,3,7,5,1,1,3,2,9.94,1212.84,0.35,10.18,1.04,3.08,0.13,1.05,5.17,5.42,3.67,0,0,0,0,0,0,5,0,0,26,28
19,2,Cat,unint,unrel,plur,The drill by the durable handbags,I,5,2,7,8,4,3,7,8,1,1,3,2,9.94,1212.84,0.35,0.88,1.04,3.08,0.13,0.27,1.67,1.08,2.08,0,0,0,0,0,0,3.13,0,0,19,20
19,3,Cat,unint,unrel,sing,The drill by the durable handbag,I,5,2,7,7,4,3,7,7,1,1,3,2,9.94,1212.84,0.35,2.63,1.04,3.08,0.13,0.56,1,1.25,2.17,0,0,0,0,0,0,3.92,0,0,17,18
20,4,Cat,unint,rel,plur,The saxophone beside the ornate pianos,I,9,6,6,6,8,6,5,6,3,2,2,3,1.69,14.96,0.2,0.78,0.43,1.2,0.08,0.25,5.42,4.83,3.83,0,0,0,0,0,0,5.67,0,0,8,10
20,1,Cat,unint,rel,sing,The saxophone beside the ornate piano,I,9,6,6,5,8,6,5,5,3,2,2,3,1.69,14.96,0.2,24.69,0.43,1.2,0.08,1.41,4.92,5.33,3.42,0,0,0,0,0,0,5.67,0,0,15,18
20,2,Cat,unint,unrel,plur,The saxophone beside the ornate pillars,I,9,6,6,7,8,6,5,6,3,2,2,2,1.69,14.96,0.2,0.94,0.43,1.2,0.08,0.29,1.67,1.42,2.58,0,0,0,0,0,0,3.79,0,0,11,12
20,3,Cat,unint,unrel,sing,The saxophone beside the ornate pillar,I,9,6,6,6,8,6,5,5,3,2,2,2,1.69,14.96,0.2,1.59,0.43,1.2,0.08,0.41,1.17,1.08,1.67,0,0,0,0,0,0,3.67,0,0,13,18
21,4,Cat,unint,rel,plur,The futon near the dirty recliners,I,5,4,5,9,5,3,5,10,2,1,2,3,0.67,59.14,58.76,0.04,0.22,1.78,1.78,0.02,4.42,5.42,3,0,0,0,0,0,0,5.42,1,1,20,22
21,1,Cat,unint,rel,sing,The futon near the dirty recliner,I,5,4,5,8,5,3,5,9,2,1,2,3,0.67,59.14,58.76,0.18,0.22,1.78,1.78,0.07,4.92,5.08,3.83,0,0,0,0,0,0,6,0,0,20,21
21,2,Cat,unint,unrel,plur,The futon near the dirty radiators,I,5,4,5,9,5,3,5,9,2,1,2,3,0.67,59.14,58.76,0.22,0.22,1.78,1.78,0.08,1.83,2.42,2.09,0,0,0,0,0,0,4.54,0,0,20,21
21,3,Cat,unint,unrel,sing,The futon near the dirty radiator,I,5,4,5,8,5,3,5,8,2,1,2,3,0.67,59.14,58.76,2.02,0.22,1.78,1.78,0.48,1.08,1.33,2.91,0,0,0,0,0,0,5.5,0,1,16,18
22,4,Cat,unint,rel,plur,The monk near the talkative cardinals,A,4,4,9,9,4,3,7,9,1,1,3,3,4.76,59.14,0.9,0.61,0.76,1.78,0.28,0.21,2.75,4.5,2.09,0,0,0,0,0,0,4.75,0,0,16,18
22,1,Cat,unint,rel,sing,The monk near the talkative cardinal,A,4,4,9,8,4,3,7,8,1,1,3,3,4.76,59.14,0.9,3.06,0.76,1.78,0.28,0.61,4.92,5.58,3.5,0,0,0,0,0,0,4.35,0,0,10,11
22,2,Cat,unint,unrel,plur,The monk near the talkative carpenters,A,4,4,9,10,4,3,7,10,1,1,3,3,4.76,59.14,0.9,0.69,0.76,1.78,0.28,0.23,2.25,1.92,2,0,0,0,0,0,0,4.13,0,0,6,7
22,3,Cat,unint,unrel,sing,The monk near the talkative carpenter,A,4,4,9,9,4,3,7,9,1,1,3,3,4.76,59.14,0.9,2.73,0.76,1.78,0.28,0.57,1.75,1.67,2.17,0,0,0,0,0,0,3.78,0,0,11,12
23,4,Cat,unint,rel,plur,The saw by the oily wrenches,I,3,2,4,8,2,3,4,7,1,1,2,2,6.92,1212.84,0.94,0.25,0.9,3.08,0.29,0.1,4.83,4.25,3.17,0,0,0,0,0,0,5.5,0,0,20,23
23,1,Cat,unint,rel,sing,The saw by the oily wrench,I,3,2,4,6,2,3,4,5,1,1,2,1,6.92,1212.84,0.94,3.35,0.9,3.08,0.29,0.64,5.08,5.42,3.83,0,0,0,0,0,0,5.17,0,0,11,13
23,2,Cat,unint,unrel,plur,The saw by the oily rags,I,3,2,4,4,2,3,4,4,1,1,2,1,6.92,1212.84,0.94,3.16,0.9,3.08,0.29,0.62,1.25,1.5,2.58,0,0,0,0,0,0,5.29,0,0,16,18
23,3,Cat,unint,unrel,sing,The saw by the oily rag,I,3,2,4,3,2,3,4,3,1,1,2,1,6.92,1212.84,0.94,4.75,0.9,3.08,0.29,0.76,1.5,2,2.17,0,0,0,0,0,0,5.42,0,0,16,16
24,4,Cat,unint,rel,plur,The van near the dented taxis,I,3,4,6,5,3,3,6,6,1,1,2,2,29,59.14,0.18,0.86,1.48,1.78,0.07,0.27,4.17,4.67,3.67,0,0,0,0,0,0,5.39,0,0,22,25
24,1,Cat,unint,rel,sing,The van near the dented taxi,I,3,4,6,4,3,3,6,5,1,1,2,2,29,59.14,0.18,25.67,1.48,1.78,0.07,1.43,5.17,5.5,2.92,0,0,2.5,0,0,0.32,5.75,0,0,19,20
24,2,Cat,unint,unrel,plur,The van near the dented trailers,I,3,4,6,8,3,3,6,7,1,1,2,2,29,59.14,0.18,0.55,1.48,1.78,0.07,0.19,3.92,3.42,2.92,0,0,0,0,0,0,5.92,0,0,22,23
24,3,Cat,unint,unrel,sing,The van near the dented trailer,I,3,4,6,7,3,3,6,6,1,1,2,2,29,59.14,0.18,11.08,1.48,1.78,0.07,1.08,3.42,4.5,3.83,0,0,0,0,0,0,5.67,1,1,18,18
25,1,Prop,unint,assoc,plur,The blueprint near the model buildings,I,9,5,5,9,8,4,5,7,2,1,2,2,1.24,59.14,29.98,9.98,0.35,1.78,1.49,1.04,5.25,4.42,4.42,0,0,0,0,0,0,5.06,5,5,15,15
25,2,Prop,unint,assoc,sing,The blueprint near the model building,I,9,5,5,8,8,4,5,6,2,1,2,2,1.24,59.14,29.98,84.94,0.35,1.78,1.49,1.93,5.5,5.33,4.92,12.5,0,0,0.72,0,0,5.94,0,0,17,19
25,5,Prop,unint,rel,plur,The blueprint near the modern drawings,I,9,5,6,8,8,4,6,6,2,1,2,2,1.24,59.14,18.2,4.55,0.35,1.78,1.28,0.74,5.64,5.43,4.13,0,0,0,0,0,0,5.94,1,1,13,13
25,6,Prop,unint,rel,sing,The blueprint near the modern drawing,I,9,5,6,7,8,4,6,5,2,1,2,2,1.24,59.14,18.2,8,0.35,1.78,1.28,0.95,5.75,5.5,4.58,3.75,0,0,0.39,0,0,4.69,0,0,9,10
25,3,Prop,unint,unrel,plur,The blueprint near the metal rulers,I,9,5,6,6,8,4,6,6,2,1,2,2,1.24,59.14,19.31,0.53,0.35,1.78,1.31,0.18,5.67,4.33,3.92,0,0,0,0,0,0,5.63,0,0,13,13
25,4,Prop,unint,unrel,sing,The blueprint near the metal ruler,I,9,5,6,5,8,4,6,5,2,1,2,2,1.24,59.14,19.31,3.18,0.35,1.78,1.31,0.62,4.08,4,4.33,0,0,0,0,0,0,5.94,0,0,14,16
26,1,Prop,unint,assoc,plur,The bike beside the greasy racks,I,4,6,6,5,4,6,5,4,1,2,2,1,25.63,14.96,3.88,0.86,1.43,1.2,0.69,0.27,5.08,4.25,5,0,0,2.5,0,0,0.32,5.06,0,0,7,7
26,2,Prop,unint,assoc,sing,The bike beside the greasy rack,I,4,6,6,4,4,6,5,3,1,2,2,1,25.63,14.96,3.88,6.47,1.43,1.2,0.69,0.87,4.58,4.5,3.5,1.25,0,0,0.22,0,0,4.73,0,0,11,14
26,5,Prop,unint,rel,plur,The bike beside the greasy tires,I,4,6,6,5,4,6,5,6,1,2,2,2,25.63,14.96,3.88,2.67,1.43,1.2,0.69,0.56,5.67,5.97,4.17,2.5,0,0,0.32,0,0,4.75,0,0,10,10
26,6,Prop,unint,rel,sing,The bike beside the greasy tire,I,4,6,6,4,4,6,5,5,1,2,2,2,25.63,14.96,3.88,2.43,1.43,1.2,0.69,0.54,5.54,5.79,4.38,2.5,2.5,2.5,0.32,0.32,0.32,3.94,0,0,15,15
26,3,Prop,unint,unrel,plur,The bike beside the greasy towels,I,4,6,6,6,4,6,5,6,1,2,2,2,25.63,14.96,3.88,9.33,1.43,1.2,0.69,1.01,1,1.58,3.18,0,0,0,0,0,0,4,0,0,13,13
26,4,Prop,unint,unrel,sing,The bike beside the greasy towel,I,4,6,6,5,4,6,5,5,1,2,2,2,25.63,14.96,3.88,14.02,1.43,1.2,0.69,1.18,1.67,1.42,2.5,0,0,0,0,0,0,4.88,0,0,15,16
27,1,Prop,unint,assoc,plur,The fort near the ancient caves,I,4,4,7,4,4,3,7,3,1,1,2,1,6.61,59.14,21.61,13.49,0.88,1.78,1.35,1.16,2.58,2.75,3,0,0,0,0,0,0,5.47,3,3,19,19
27,2,Prop,unint,assoc,sing,The fort near the ancient cave,I,4,4,7,4,4,3,7,3,1,1,2,1,6.61,59.14,21.61,13.49,0.88,1.78,1.35,1.16,3.75,2.58,2.67,0,0,0,0,0,0,5.56,0,0,16,18
27,5,Prop,unint,rel,plur,The fort near the ancient walls,I,4,4,7,5,4,3,7,4,1,1,2,1,6.61,59.14,21.61,24.16,0.88,1.78,1.35,1.4,5.21,4.88,4.04,0,0,0,0,0,0,5.94,1,1,14,14
27,6,Prop,unint,rel,sing,The fort near the ancient wall,I,4,4,7,4,4,3,7,3,1,1,2,1,6.61,59.14,21.61,66.33,0.88,1.78,1.35,1.83,4.67,4.92,3.5,0,0,0,0,0,0,4.69,0,0,20,20
27,3,Prop,unint,unrel,plur,The fort near the ancient cliffs,I,4,4,7,6,4,3,7,5,1,1,2,1,6.61,59.14,21.61,2.16,0.88,1.78,1.35,0.5,1.92,2.58,3.42,0,0,0,0,0,0,4.69,0,0,17,17
27,4,Prop,unint,unrel,sing,The fort near the ancient cliff,I,4,4,7,5,4,3,7,4,1,1,2,1,6.61,59.14,21.61,9.2,0.88,1.78,1.35,1.01,2.92,3.42,3.67,0,0,0,0,0,0,5.38,0,0,16,18
28,1,Prop,unint,assoc,plur,The jar near the sticky cookies,I,3,4,6,7,4,3,5,5,1,1,2,2,8.25,59.14,5.73,17.88,0.97,1.78,0.83,1.28,4.83,5.42,4.58,0,0,2.5,0,0,0.32,5.13,3,3,17,18
28,2,Prop,unint,assoc,sing,The jar near the sticky cookie,I,3,4,6,6,4,3,5,4,1,1,2,2,8.25,59.14,5.73,16.65,0.97,1.78,0.83,1.25,4.5,4.75,4.42,0,0,0,0,0,0,4.31,0,0,19,19
28,5,Prop,unint,rel,plur,The jar near the sticky lids,I,3,4,6,4,4,3,5,4,1,1,2,1,8.25,59.14,5.73,0.61,0.97,1.78,0.83,0.21,5.88,5.68,4.63,0,3.75,6.25,0,0.39,0.51,5.44,0,0,16,16
28,6,Prop,unint,rel,sing,The jar near the sticky lid,I,3,4,6,3,4,3,5,3,1,1,2,1,8.25,59.14,5.73,4.9,0.97,1.78,0.83,0.77,5.63,5.25,4.75,11.25,12.5,12.5,0.68,0.72,0.72,4.56,0,0,11,11
28,3,Prop,unint,unrel,plur,The jar near the stale bagels,I,3,4,5,6,4,3,4,6,1,1,1,2,8.25,59.14,2.92,1.88,0.97,1.78,0.59,0.46,2.5,1.92,2.42,0,0,0,0,0,0,6.25,0,0,12,14
28,4,Prop,unint,unrel,sing,The jar near the stale bagel,I,3,4,5,5,4,3,4,5,1,1,1,2,8.25,59.14,2.92,3.06,0.97,1.78,0.59,0.61,2.25,2.58,1.33,0,0,0,0,0,0,5.81,0,0,11,12
29,2,Prop,unint,assoc,plur,The sink near the broken dishes,I,4,4,6,6,4,3,6,5,1,1,2,2,8.59,59.14,27.1,11.8,0.98,1.78,1.45,1.11,5,5.33,4,10,0,0,0.64,0,0,5.13,0,0,16,18
29,3,Prop,unint,assoc,sing,The sink near the broken dish,I,4,4,6,4,4,3,6,3,1,1,2,1,8.59,59.14,27.1,9.98,0.98,1.78,1.45,1.04,4.42,5.17,3.92,0,0,0,0,0,0,5.87,1,1,16,17
29,6,Prop,unint,rel,plur,The sink near the broken faucets,I,4,4,6,7,4,3,6,6,1,1,2,2,8.59,59.14,27.1,0.24,0.98,1.78,1.45,0.09,6.17,6.58,4.74,0,0,16.25,0,0,0.83,4.38,1,1,15,15
29,1,Prop,unint,rel,sing,The sink near the broken faucet,I,4,4,6,6,4,3,6,5,1,1,2,2,8.59,59.14,27.1,1.33,0.98,1.78,1.45,0.37,6.04,6.13,4.92,0,8.75,8.75,0,0.6,0.6,4.5,0,0,13,13
29,4,Prop,unint,unrel,plur,The sink near the broken tiles,I,4,4,6,5,4,3,6,5,1,1,2,1,8.59,59.14,27.1,1.65,0.98,1.78,1.45,0.42,4.83,3.83,3.25,0,0,0,0,0,0,4.75,0,0,17,18
29,5,Prop,unint,unrel,sing,The sink near the broken tile,I,4,4,6,4,4,3,6,4,1,1,2,1,8.59,59.14,27.1,2.04,0.98,1.78,1.45,0.48,4.25,4.42,3.33,0,0,0,0,0,0,5.25,0,0,15,16
30,2,Prop,unint,assoc,plur,The window near the shaggy curtains,I,6,5,6,8,5,4,4,7,2,1,2,2,85.84,59.14,0.71,6.25,1.94,1.78,0.23,0.86,5.75,4.92,4.83,1.25,5,15,0.22,0.45,0.8,5.38,0,0,14,17
30,3,Prop,unint,assoc,sing,The window near the shaggy curtain,I,6,5,6,7,5,4,4,6,2,1,2,2,85.84,59.14,0.71,10.29,1.94,1.78,0.23,1.05,6,5.92,4.92,1.25,2.5,2.5,0.22,0.32,0.32,5.56,0,0,15,15
30,6,Prop,unint,rel,plur,The window near the shattered panes,I,6,5,9,5,5,4,6,4,2,1,2,1,85.84,59.14,1.39,0.06,1.94,1.78,0.38,0.02,5.79,6.25,4.96,0,6.25,38.75,0,0.51,1.34,4.63,0,0,12,13
30,1,Prop,unint,rel,sing,The window near the shattered pane,I,6,5,9,4,5,4,6,3,2,1,2,1,85.84,59.14,1.39,0.47,1.94,1.78,0.38,0.17,5.83,6.42,4.75,8.75,42.5,42.5,0.6,1.42,1.42,3.81,0,0,17,17
30,4,Prop,unint,unrel,plur,The window near the stylish paintings,I,6,5,7,9,5,4,7,7,2,1,2,2,85.84,59.14,2.14,11.27,1.94,1.78,0.5,1.09,3.25,2.42,2.75,0,0,0,0,0,0,5.13,0,0,18,19
